5043 5043 5043 4943 4943 4943 4943 4843 4843 4843 4843 4743 4743 4743 4743 4643 4643 4643 4543 4543 4543 4543 4443 4444 4444 4344 4343 4343 4343 4243 4243 4244 4244 4144 4144 4144 4044 4044 4044 4044 4044 4044 4044 4044 4044 4044 4044 4044 4044 4044 4044 4044 4044 4144 4144 4144 4244 4244 4244 4244 4344 4344 4344 4444 4444 4445 4445 4545 4545 4545 4645 4645 4645 4645 4745 4745 4745 4845 4845 4845 4845 4846 4846 4946 4946 4946 4946 5046 5046 5046 5046 5046 5046 5146 5146 5146 5146 5246 5246 5246 5246 5346 5347 5347 5447 5447 5447 5447 5547 5547 5547 5647 5647 5647 5647 5747 5747 5747 5847 5847 5847 5847 5947 5947 5948 6048 6048 6048 6048 6148 6148 6148 6248 6248 6248 6248 6348 6348 6348 6348 6348 6348 6348 6348 6448 6448 6448 6448 6548 6548 6548 6648 6648 6648 6648 6748 6748 6748 6848 6848 6848 6848 6948 6947 6947 7047 7047 7047 7047 7047 7047 7047 7046 7046 7046 7046 7045 7045 7045 7044 7044 7044 7043 7043 7043 7043 7042 7042 7042 7041 7041 7041 6941 6940 6940 6940 6939 6939 6939 6939 6938 6938 6938 6937 6937 6937 6937 6936 6936 6936 6935 6935 6935 6935 6934 6934 6934 6933 6933 6933 6933 6932 6932 6932 6931 6931 6831 6831 6830 6830 6830 6829 6829 6829 6829 6828 6828 6828 6827 6827 6827 6827 6826 6826 6826 6825 6825 6825 6825 6824 6824 6824 6823 6823 6823 6923 6923 6923 6923 7023 7023 7023 7023 7122 7122 7122 7122 7222 7222 7221 7221 7321 7321 7321 7321 7420 7420 7420 7420 7520 7520 7520 7519 7519 7619 7619 7619 7619 7718 7718 7718 7718 7818 7818 7817 7817 7917 7917 7917 7917
5440 5440 5440 5440 5340 5340 5340 5240 5240 5241 5241 5141 5141 5141 5041 5041 5041 5041 4941 4941 4941 4841 4841 4841 4842 4742 4742 4742 4642 4642 4642 4642 4542 4542 4542 4542 4442 4442 4442 4343 4343 4343 4343 4243 4243 4243 4143 4143 4143 4143 4043 4043 4043 3943 3943 3944 3944 3944 3944 3944 3944 3944 3944 3944 4044 4044 4044 4144 4144 4144 4144 4244 4244 4244 4344 4344 4344 4345 4445 4445 4445 4445 4545 4545 4545 4545 4645 4645 4645 4745 4745 4745 4745 4845 4845 4846 4946 4946 4946 4946 5046 5046 5046 5146 5146 5146 5146 5246 5246 5246 5346 5346 5346 5346 5446 5446 5446 5546 5546 5546 5546 5646 5647 5647 5747 5747 5747 5747 5847 5847 5847 5947 5947 5947 5947 6047 6047 6047 6147 6147 6147 6147 6247 6247 6247 6347 6347 6347 6347 6348 6347 6347 6447 6447 6447 6447 6547 6547 6547 6647 6647 6647 6647 6748 6748 6748 6848 6848 6848 6848 6948 6948 6948 7048 7048 7048 7048 7048 7147 7147 7147 7046 7046 7046 7046 7045 7045 7045 7044 7044 7044 7044 7043 7043 7043 7042 7042 7042 7042 7041 7041 7041 7040 7040 7040 7040 7039 7039 7039 7038 6938 6938 6938 6937 6937 6937 6936 6936 6936 6936 6935 6935 6935 6934 6934 6934 6934 6933 6933 6933 6932 6932 6932 6931 6931 6931 6931 6930 6930 6830 6829 6829 6829 6829 6828 6828 6828 6827 6827 6827 6827 6826 6826 6826 6825 6825 6825 6825 6824 6824 6824 6823 6824 6823 6823 6823 6923 6923 6923 6923 7023 7023 7023 7023 7122 7122 7122 7122 7222 7222 7221 7221 7321 7321 7321 7321 7420 7420 7420 7420 7520 7520 7520 7519 7519 7619 7619 7619 7619 7718
4741 4741 4641 4641 4642 4642 4642 4642 4543 4543 4543 4543 4544 4544 4544 4444 4444 4445 4445 4445 4445 4346 4346 4346 4346 4347 4347 4247 4247 4248 4248 4248 4248 4149 4149 4149 4149 4149 4150 4050 4050 4050 4051 4051 4051 4051 3952 3952 3952 3952 3952 3952 3952 4052 4052 4052 4052 4152 4152 4151 4151 4251 4251 4251 4251 4251 4351 4351 4351 4351 4451 4451 4451 4551 4551 4551 4551 4651 4651 4651 4751 4751 4751 4751 4851 4851 4851 4950 4950 4950 4950 5050 5050 5050 5150 5150 5150 5150 5250 5250 5250 5350 5349 5349 5349 5449 5449 5449 5449 5549 5549 5549 5649 5649 5649 5649 5748 5748 5748 5748 5848 5848 5848 5948 5948 5948 5948 6048 6048 6048 6148 6147 6147 6147 6247 6247 6247 6247 6247 6347 6347 6347 6347 6347 6347 6347 6347 6347 6347 6447 6447 6447 6547 6547 6547 6647 6648 6648 6648 6748 6748 6748 6848 6848 6848 6848 6948 6948 6948 7048 7048 7048 7048 7148 7148 7148 7148 7148 7148 7148 7149 7149 7149 7150 7150 7150 7150 7151 7151 7151 7152 7152 7152 7153 7253 7253 7253 7254 7254 7254 7255 7255 7255 7255 7256 7256 7256 7257 7257 7257 7257 7258 7257 7258 7257 7258 7257 7258 7257 7258 7257 7258 7257 7258 7257 7258 7257 7258 7257 7258 7257 7258 7257 7258 7257 7258 7257 7258 7257 7258 7258 7258 7258 7258 7258 7258 7258 7258 7258 7258 7258 7258 7258 7258 7258 7258 7258 7258 7258 7258 7257 7258 7257 7258 7257 7258 7257 7258 7258 7258 7258 7258 7258 7258 7258 7258 7258 7258 7258 7258 7258 7258 7258 7258 7258 7258 7258 7258 7258 7258 7258 7258 7258 7258 7258 7258 7258 7258 7258 7258
4941 4941 5041 5041 5041 4941 5041 4941 5042 4942 4942 4942 4942 4943 4943 4943 4943 4843 4843 4843 4843 4843 4744 4744 4744 4744 4745 4745 4645 4645 4646 4646 4646 4646 4647 4547 4547 4547 4548 4548 4548 4448 4448 4449 4449 4449 4449 4350 4350 4350 4350 4350 4251 4251 4251 4251 4251 4251 4251 4351 4351 4351 4351 4451 4451 4451 4451 4551 4551 4551 4651 4651 4650 4650 4750 4750 4750 4850 4850 4850 4850 4850 4950 4950 4950 4950 5050 5050 5050 5050 5150 5149 5149 5249 5249 5249 5249 5349 5349 5349 5349 5449 5449 5449 5549 5549 5549 5549 5648 5648 5648 5748 5748 5748 5748 5848 5848 5848 5948 5948 5948 5948 6048 6048 6047 6147 6147 6147 6147 6247 6247 6247 6247 6347 6347 6347 6347 6347 6447 6447 6447 6447 6547 6547 6547 6647 6647 6647 6647 6747 6747 6747 6847 6847 6847 6847 6947 6947 6947 7047 7047 7048 7048 7148 7147 7147 7147 7146 7146 7146 7146 7145 7145 7145 7144 7144 7044 7044 7043 7043 7043 7042 7042 7042 7042 7041 7041 7041 7040 7040 7040 7040 7039 7039 7039 7038 7038 7038 7038 7037 7037 7037 6936 6936 6936 6936 6935 6935 6935 6934 6934 6934 6934 6933 6933 6933 6932 6932 6932 6932 6931 6931 6931 6930 6930 6930 6930 6929 6829 6829 6828 6828 6828 6828 6827 6827 6827 6826 6826 6826 6826 6825 6825 6825 6824 6824 6824 6824 6823 6823 6823 6923 6923 6923 6923 7023 7023 7023 7023 7122 7122 7122 7122 7222 7222 7221 7221 7321 7321 7321 7321 7421 7420 7420 7420 7520 7520 7520 7519 7519 7619 7619 7619 7619 7718 7718 7718 7718 7818 7818 7817 7817 7917 7917 7917 7917 8017 8016 8016 8016
4941 4940 4941 4841 4841 4841 4842 4842 4842 4742 4743 4743 4743 4743 4744 4744 4644 4644 4645 4645 4645 4645 4645 4646 4646 4646 4546 4547 4547 4547 4547 4548 4548 4548 4448 4449 4449 4449 4449 4450 4450 4450 4451 4451 4351 4351 4351 4351 4351 4351 4451 4351 4451 4451 4451 4551 4551 4551 4551 4551 4651 4651 4651 4751 4751 4751 4751 4851 4851 4851 4851 4951 4951 4951 4950 5050 5050 5050 5050 5150 5150 5150 5150 5250 5250 5250 5350 5350 5350 5350 5450 5450 5450 5550 5550 5550 5550 5650 5649 5649 5749 5749 5749 5749 5849 5849 5849 5849 5949 5949 5949 6048 6048 6048 6048 6148 6148 6148 6148 6248 6248 6248 6348 6347 6348 6348 6347 6348 6347 6348 6348 6448 6448 6448 6548 6548 6548 6548 6648 6648 6648 6748 6748 6748 6748 6848 6848 6848 6948 6948 6948 6948 7048 7048 7048 7148 7048 7048 7047 7047 7047 7046 7046 7046 7046 7045 7045 7045 7044 7044 7044 7044 7043 7043 7043 7042 7042 7042 7041 7041 7041 7041 7040 7040 7040 7039 6939 6939 6939 6938 6938 6938 6937 6937 6937 6937 6936 6936 6936 6935 6935 6935 6935 6934 6934 6934 6933 6933 6933 6933 6932 6932 6932 6931 6931 6931 6931 6830 6830 6830 6829 6829 6829 6829 6828 6828 6828 6827 6827 6827 6827 6826 6826 6826 6825 6825 6825 6825 6824 6824 6824 6823 6823 6823 6923 6923 6923 6923 7023 7023 7023 7023 7122 7122 7122 7122 7222 7222 7221 7221 7321 7321 7321 7321 7420 7420 7420 7420 7520 7520 7520 7519 7519 7619 7619 7619 7619 7718 7718 7718 7718 7818 7818 7817 7817 7917 7917 7917 7917 8017 8016 8016 8016 8116 8116 8116 8115 8215 8215 8215
5241 5241 5241 5241 5241 5242 5142 5142 5142 5142 5143 5043 5043 5043 5044 5044 5044 4944 4944 4945 4945 4945 4845 4845 4846 4846 4846 4846 4746 4747 4747 4747 4747 4648 4648 4648 4648 4648 4549 4549 4549 4549 4549 4450 4450 4450 4450 4450 4351 4351 4351 4351 4351 4351 4351 4351 4351 4351 4351 4351 4351 4451 4451 4451 4551 4551 4551 4551 4651 4650 4650 4650 4750 4750 4750 4850 4850 4850 4850 4950 4950 4950 4950 5050 5050 5050 5050 5150 5149 5149 5249 5249 5249 5249 5349 5349 5349 5349 5349 5449 5449 5449 5449 5548 5548 5548 5648 5648 5648 5648 5748 5748 5748 5848 5848 5848 5848 5948 5948 5948 6048 6048 6047 6047 6147 6147 6147 6247 6247 6247 6247 6347 6347 6347 6347 6347 6347 6347 6347 6347 6447 6447 6447 6447 6547 6547 6547 6647 6647 6647 6647 6747 6747 6747 6847 6847 6847 6847 6947 6947 6947 7047 7047 7047 7147 7147 7147 7147 7247 7247 7247 7246 7246 7246 7245 7245 7245 7245 7144 7144 7144 7144 7143 7143 7143 7142 7142 7142 7142 7141 7141 7141 7140 7140 7140 7140 7139 7139 7039 7038 7038 7038 7038 7037 7037 7037 7036 7036 7036 7036 7035 7035 7035 7034 7034 7034 7034 6933 6933 6933 6932 6932 6932 6932 6931 6931 6931 6930 6930 6930 6930 6929 6929 6929 6928 6928 6928 6828 6827 6827 6827 6826 6826 6826 6826 6825 6825 6825 6824 6824 6824 6824 6823 6823 6823 6923 6923 6923 6923 7023 7023 7023 7023 7122 7122 7122 7122 7222 7222 7221 7221 7321 7321 7321 7321 7421 7420 7420 7420 7520 7520 7520 7519 7519 7619 7619 7619 7619 7718 7718 7718 7718 7818 7818 7817 7817 7917 7917 7917 7917
5140 5140 5140 5140 5141 5141 5041 5041 5041 5041 4941 4942 4942 4942 4942 4842 4842 4843 4843 4843 4743 4744 4744 4744 4744 4644 4645 4645 4645 4645 4545 4546 4546 4546 4546 4447 4447 4447 4447 4447 4348 4348 4348 4348 4348 4249 4249 4249 4249 4249 4250 4150 4150 4150 4150 4151 4051 4051 4051 4051 4052 3952 3952 3952 3952 4052 3952 4052 3952 4052 3952 4052 3952 4052 4052 4052 4052 4152 4152 4152 4252 4252 4252 4252 4352 4351 4351 4451 4451 4451 4451 4551 4551 4551 4651 4651 4651 4651 4751 4751 4751 4751 4851 4851 4851 4950 4950 4950 4950 5050 5050 5050 5050 5150 5150 5150 5150 5250 5250 5250 5350 5350 5350 5350 5449 5449 5449 5549 5549 5549 5549 5649 5649 5649 5649 5749 5749 5749 5849 5849 5849 5848 5948 5948 5948 6048 6048 6048 6048 6148 6148 6148 6248 6248 6248 6248 6248 6348 6348 6348 6348 6347 6348 6348 6448 6448 6448 6447 6547 6547 6547 6647 6647 6647 6647 6747 6747 6747 6847 6847 6847 6847 6947 6947 6947 7047 7047 7047 7047 7047 7047 7046 7046 7046 7046 7045 7045 7045 7044 7044 7044 7044 7043 7043 7043 7042 7042 7042 7042 7041 7041 7041 7040 7040 7040 7040 7039 7039 7039 6938 6938 6938 6938 6937 6937 6937 6936 6936 6936 6936 6935 6935 6935 6934 6934 6934 6934 6933 6933 6933 6932 6932 6932 6932 6931 6931 6931 6930 6830 6830 6830 6829 6829 6829 6828 6828 6828 6828 6827 6827 6827 6826 6826 6826 6826 6825 6825 6825 6824 6824 6824 6824 6823 6823 6823 6923 6923 6923 6923 7023 7023 7023 7023 7122 7122 7122 7122 7222 7222 7221 7221 7321 7321 7321 7321 7420 7420 7420 7420 7520
5041 5042 5041 5042 5042 5042 5042 5043 5143 5143 5143 5144 5144 5144 5144 5245 5245 5245 5245 5246 5246 5246 5346 5347 5347 5347 5347 5348 5348 5448 5448 5449 5449 5449 5449 5449 5550 5550 5550 5550 5550 5550 5550 5550 5550 5550 5550 5550 5551 5551 5651 5651 5652 5652 5652 5652 5653 5753 5753 5753 5753 5754 5753 5754 5754 5754 5854 5854 5854 5854 5754 5754 5754 5754 5854 5754 5854 5854 5854 5854 5854 5853 5853 5853 5953 5952 5952 5952 5952 5952 6051 6051 6051 6051 6050 6050 6150 6150 6150 6149 6149 6249 6249 6248 6248 6248 6248 6348 6347 6247 6347 6347 6347 6347 6347 6347 6347 6347 6447 6447 6447 6447 6547 6547 6547 6647 6648 6648 6648 6748 6748 6748 6848 6848 6848 6848 6948 6948 6948 7048 7048 7048 7048 7148 7148 7148 7248 7248 7248 7148 7148 7148 7147 7147 7147 7146 7146 7146 7146 7145 7145 7145 7144 7144 7144 7144 7143 7143 7143 7142 7142 7142 7042 7041 7041 7041 7040 7040 7040 7040 7039 7039 7039 7038 7038 7038 7038 7037 7037 7037 7036 7036 7036 7036 7035 6935 6935 6934 6934 6934 6934 6933 6933 6933 6932 6932 6932 6932 6931 6931 6931 6930 6930 6930 6930 6929 6929 6929 6828 6828 6828 6828 6827 6827 6827 6826 6826 6826 6826 6825 6825 6825 6824 6824 6824 6824 6823 6823 6823 6923 6923 6923 6923 7023 7023 7023 7023 7122 7122 7122 7122 7222 7222 7221 7221 7321 7321 7321 7321 7420 7420 7420 7420 7520 7520 7520 7519 7519 7619 7619 7619 7619 7718 7718 7718 7718 7818 7818 7817 7817 7917 7917 7917 7917 8017 8016 8016 8016 8116 8116 8116 8115 8215 8215 8215 8215 8215 8314 8314 8314
5842 5842 5742 5742 5742 5743 5643 5643 5643 5543 5543 5543 5543 5443 5443 5443 5443 5343 5343 5343 5243 5243 5243 5244 5144 5144 5144 5144 5044 5044 5044 5044 4944 4944 4944 4944 4844 4844 4844 4744 4744 4744 4744 4644 4644 4644 4544 4544 4544 4544 4444 4444 4444 4444 4344 4344 4344 4344 4344 4344 4344 4344 4344 4344 4444 4444 4445 4545 4545 4545 4545 4645 4645 4645 4645 4645 4645 4745 4745 4745 4845 4845 4845 4845 4945 4945 4945 4945 5045 5045 5045 5145 5145 5145 5146 5246 5246 5246 5346 5346 5346 5346 5446 5446 5446 5546 5546 5546 5546 5646 5646 5646 5746 5746 5746 5746 5846 5846 5846 5946 5947 5947 5947 6047 6047 6047 6147 6147 6147 6147 6247 6247 6247 6347 6347 6347 6347 6347 6347 6347 6347 6347 6347 6347 6347 6447 6447 6447 6447 6547 6547 6547 6647 6647 6647 6647 6747 6747 6747 6847 6847 6847 6847 6947 6947 6947 7047 7047 7047 7047 7147 7147 7147 7247 7147 7147 7147 7147 7146 7146 7146 7145 7145 7145 7145 7144 7144 7144 7143 7143 7143 7143 7142 7142 7042 7041 7041 7041 7041 7040 7040 7040 7039 7039 7039 7039 7038 7038 7038 7037 7037 7037 7037 7036 7036 7036 7035 6935 6935 6935 6934 6934 6934 6933 6933 6933 6933 6932 6932 6932 6931 6931 6931 6931 6930 6930 6930 6929 6929 6929 6829 6828 6828 6828 6827 6827 6827 6827 6826 6826 6826 6825 6825 6825 6825 6824 6824 6824 6823 6823 6823 6923 6923 6923 6923 7023 7023 7023 7023 7122 7122 7122 7122 7222 7222 7221 7221 7321 7321 7321 7321 7420 7420 7420 7420 7520 7520 7520 7519 7519 7619 7619 7619 7619 7718 7718 7718 7718 7818 7818
4741 4740 4841 4841 4841 4841 4842 4842 4842 4942 4843 4943 4843 4943 4843 4844 4844 4844 4944 4945 4945 4945 4945 4945 4946 4946 5046 5046 5046 5047 5047 5147 5147 5148 5148 5148 5248 5248 5249 5249 5249 5249 5349 5350 5350 5350 5350 5351 5451 5451 5451 5450 5450 5450 5450 5451 5451 5451 5451 5450 5450 5550 5550 5550 5550 5650 5650 5650 5650 5749 5749 5749 5849 5849 5849 5849 5949 5949 5949 5949 6049 6049 6049 6149 6148 6148 6148 6248 6248 6248 6348 6348 6348 6348 6348 6349 6348 6348 6448 6448 6448 6548 6548 6548 6548 6648 6648 6648 6748 6748 6748 6748 6848 6848 6848 6948 6948 6947 6947 7047 7047 7048 7048 7048 7048 7049 7049 7049 7050 7050 7150 7150 7151 7151 7151 7152 7152 7152 7152 7153 7153 7153 7154 7154 7154 7154 7155 7155 7155 7256 7256 7256 7256 7257 7257 7257 7258 7258 7258 7258 7259 7259 7259 7260 7260 7260 7260 7261 7261 7261 7262 7362 7362 7362 7363 7363 7363 7363 7364 7364 7364 7365 7365 7365 7365 7366 7366 7466 7467 7467 7467 7467 7468 7468 7468 7468 7469 7469 7469 7470 7470 7470 7470 7471 7471 7571 7572 7572 7572 7572 7573 7573 7573 7574 7574 7574 7574 7575 7575 7575 7675 7676 7676 7676 7677 7676 7677 7676 7677 7676 7677 7676 7677 7676 7676 7676 7677 7676 7677 7676 7677 7676 7677 7676 7677 7676 7677 7676 7677 7676 7676 7677 7676 7677 7676 7677 7677 7676 7677 7676 7677 7676 7677 7676 7677 7676 7677 7676 7677 7676 7677 7676 7677 7676 7677 7676 7677 7676 7677 7676 7677 7676 7677 7676 7677 7676 7677 7676 7677 7676 7677 7676 7677 7676 7677 7676 7677 7676 7677 7677
